mono_t,phase,rel_alt_m,distance_m,h_err_deg,yaw_aligned,pitch_us,throttle_us,target
1175843.564,X_LEG_1,20.30,21.23,-6.79,1,1585,1626,NE
1175843.585,X_LEG_1,20.30,21.23,-6.79,1,1585,1626,NE
1175843.605,X_LEG_1,20.30,21.23,-6.79,1,1585,1626,NE
1175843.626,X_LEG_1,20.30,21.23,-6.79,1,1585,1626,NE
1175843.646,X_LEG_1,20.43,21.22,-4.78,1,1585,1625,NE
1175843.667,X_LEG_1,20.43,21.22,-4.78,1,1585,1625,NE
1175843.687,X_LEG_1,20.43,21.22,-4.78,1,1585,1625,NE
1175843.708,X_LEG_1,20.43,21.22,-4.78,1,1585,1625,NE
1175843.729,X_LEG_1,20.43,21.22,-4.78,1,1585,1625,NE
1175843.749,X_LEG_1,20.55,21.20,-4.81,1,1585,1625,NE
1175843.770,X_LEG_1,20.55,21.20,-4.81,1,1585,1625,NE
1175843.790,X_LEG_1,20.55,21.20,-4.81,1,1585,1625,NE
1175843.811,X_LEG_1,20.55,21.20,-4.81,1,1585,1625,NE
1175843.831,X_LEG_1,20.55,21.20,-4.81,1,1585,1625,NE
1175843.852,X_LEG_1,20.67,21.19,-4.81,1,1585,1624,NE
1175843.872,X_LEG_1,20.67,21.19,-4.81,1,1585,1624,NE
1175843.892,X_LEG_1,20.67,21.19,-4.81,1,1585,1624,NE
1175843.913,X_LEG_1,20.67,21.19,-4.81,1,1585,1624,NE
1175843.933,X_LEG_1,20.67,21.19,-4.81,1,1585,1624,NE
1175843.954,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175843.975,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175843.995,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.016,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.036,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.057,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.077,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.098,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.119,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.139,X_LEG_1,20.79,21.17,-4.82,1,1585,1624,NE
1175844.160,X_LEG_1,20.91,21.16,-4.81,1,1585,1624,NE
1175844.181,X_LEG_1,20.91,21.16,-4.81,1,1585,1624,NE
1175844.202,X_LEG_1,20.91,21.16,-4.81,1,1585,1624,NE
1175844.222,X_LEG_1,20.91,21.16,-4.81,1,1585,1624,NE
1175844.244,X_LEG_1,20.91,21.16,-4.81,1,1585,1624,NE
1175844.264,X_LEG_1,21.03,21.14,-4.82,1,1585,1623,NE
1175844.284,X_LEG_1,21.03,21.14,-4.82,1,1585,1623,NE
1175844.305,X_LEG_1,21.03,21.14,-4.82,1,1585,1623,NE
1175844.325,X_LEG_1,21.03,21.14,-4.82,1,1585,1623,NE
1175844.345,X_LEG_1,21.03,21.14,-4.82,1,1585,1623,NE
1175844.366,X_LEG_1,21.15,21.13,-4.84,1,1585,1623,NE
1175844.386,X_LEG_1,21.15,21.13,-4.84,1,1585,1623,NE
1175844.407,X_LEG_1,21.15,21.13,-4.84,1,1585,1623,NE
1175844.427,X_LEG_1,21.15,21.13,-4.84,1,1585,1623,NE
1175844.448,X_LEG_1,21.15,21.13,-4.84,1,1585,1623,NE
1175844.468,X_LEG_1,21.26,21.11,-4.85,1,1584,1623,NE
1175844.489,X_LEG_1,21.26,21.11,-4.85,1,1584,1623,NE
1175844.509,X_LEG_1,21.26,21.11,-4.85,1,1584,1623,NE
1175844.530,X_LEG_1,21.26,21.11,-4.85,1,1584,1623,NE
1175844.550,X_LEG_1,21.26,21.11,-4.85,1,1584,1623,NE
1175844.571,X_LEG_1,21.38,21.10,-4.85,1,1584,1622,NE
1175844.591,X_LEG_1,21.38,21.10,-4.85,1,1584,1622,NE
1175844.612,X_LEG_1,21.38,21.10,-4.85,1,1584,1622,NE
1175844.632,X_LEG_1,21.38,21.10,-4.85,1,1584,1622,NE
1175844.653,X_LEG_1,21.38,21.10,-4.85,1,1584,1622,NE
1175844.673,X_LEG_1,21.49,21.08,-4.86,1,1584,1622,NE
1175844.694,X_LEG_1,21.49,21.08,-4.86,1,1584,1622,NE
1175844.714,X_LEG_1,21.49,21.08,-4.86,1,1584,1622,NE
1175844.735,X_LEG_1,21.49,21.08,-4.86,1,1584,1622,NE
1175844.755,X_LEG_1,21.49,21.08,-4.86,1,1584,1622,NE
1175844.776,X_LEG_1,21.60,21.06,-4.85,1,1584,1622,NE
1175844.796,X_LEG_1,21.60,21.06,-4.85,1,1584,1622,NE
1175844.817,X_LEG_1,21.60,21.06,-4.85,1,1584,1622,NE
1175844.837,X_LEG_1,21.60,21.06,-4.85,1,1584,1622,NE
1175844.857,X_LEG_1,21.60,21.06,-4.85,1,1584,1622,NE
1175844.877,X_LEG_1,21.71,21.04,-4.86,1,1584,1621,NE
1175844.898,X_LEG_1,21.71,21.04,-4.86,1,1584,1621,NE
1175844.919,X_LEG_1,21.71,21.04,-4.86,1,1584,1621,NE
1175844.939,X_LEG_1,21.71,21.04,-4.86,1,1584,1621,NE
1175844.960,X_LEG_1,21.71,21.04,-4.86,1,1584,1621,NE
1175844.981,X_LEG_1,21.83,21.02,-4.87,1,1584,1621,NE
1175845.001,X_LEG_1,21.83,21.02,-4.87,1,1584,1621,NE
1175845.022,X_LEG_1,21.83,21.02,-4.87,1,1584,1621,NE
1175845.043,X_LEG_1,21.83,21.02,-4.87,1,1584,1621,NE
1175845.063,X_LEG_1,21.83,21.02,-4.87,1,1584,1621,NE
1175845.084,X_LEG_1,21.83,21.02,-3.87,1,1584,1621,NE
1175845.104,X_LEG_1,21.83,21.02,-3.87,1,1584,1621,NE
1175845.125,X_LEG_1,21.83,21.02,-3.87,1,1584,1621,NE
1175845.145,X_LEG_1,21.83,21.02,-3.87,1,1584,1621,NE
1175845.166,X_LEG_1,21.83,21.02,-3.87,1,1584,1621,NE
1175845.186,X_LEG_1,21.94,21.00,-3.88,1,1584,1621,NE
1175845.206,X_LEG_1,21.94,21.00,-3.88,1,1584,1621,NE
1175845.227,X_LEG_1,21.94,21.00,-3.88,1,1584,1621,NE
1175845.248,X_LEG_1,21.94,21.00,-3.88,1,1584,1621,NE
1175845.268,X_LEG_1,21.94,21.00,-3.88,1,1584,1621,NE
1175845.289,X_LEG_1,22.05,20.99,-3.88,1,1584,1620,NE
1175845.309,X_LEG_1,22.05,20.99,-3.88,1,1584,1620,NE
1175845.329,X_LEG_1,22.05,20.99,-3.88,1,1584,1620,NE
1175845.350,X_LEG_1,22.05,20.99,-3.88,1,1584,1620,NE
1175845.370,X_LEG_1,22.05,20.99,-3.88,1,1584,1620,NE
1175845.391,X_LEG_1,22.15,20.97,-3.89,1,1584,1620,NE
1175845.411,X_LEG_1,22.15,20.97,-3.89,1,1584,1620,NE
1175845.432,X_LEG_1,22.15,20.97,-3.89,1,1584,1620,NE
1175845.453,X_LEG_1,22.15,20.97,-3.89,1,1584,1620,NE
1175845.473,X_LEG_1,22.15,20.97,-3.89,1,1584,1620,NE
1175845.493,X_LEG_1,22.26,20.95,-3.90,1,1584,1620,NE
1175845.513,X_LEG_1,22.26,20.95,-3.90,1,1584,1620,NE
1175845.534,X_LEG_1,22.26,20.95,-3.90,1,1584,1620,NE
1175845.554,X_LEG_1,22.26,20.95,-3.90,1,1584,1620,NE
1175845.574,X_LEG_1,22.26,20.95,-3.90,1,1584,1620,NE
1175845.595,X_LEG_1,22.36,20.93,-3.91,1,1584,1619,NE
1175845.616,X_LEG_1,22.36,20.93,-3.91,1,1584,1619,NE
1175845.636,X_LEG_1,22.36,20.93,-3.91,1,1584,1619,NE
1175845.656,X_LEG_1,22.36,20.93,-3.91,1,1584,1619,NE
1175845.676,X_LEG_1,22.36,20.93,-3.91,1,1584,1619,NE
1175845.697,X_LEG_1,22.47,20.91,-3.92,1,1584,1619,NE
1175845.718,X_LEG_1,22.47,20.91,-3.92,1,1584,1619,NE
1175845.738,X_LEG_1,22.47,20.91,-3.92,1,1584,1619,NE
1175845.759,X_LEG_1,22.47,20.91,-3.92,1,1584,1619,NE
1175845.779,X_LEG_1,22.47,20.91,-3.92,1,1584,1619,NE
1175845.799,X_LEG_1,22.57,20.89,-3.93,1,1584,1619,NE
1175845.820,X_LEG_1,22.57,20.89,-3.93,1,1584,1619,NE
1175845.841,X_LEG_1,22.57,20.89,-3.93,1,1584,1619,NE
1175845.861,X_LEG_1,22.57,20.89,-3.93,1,1584,1619,NE
1175845.881,X_LEG_1,22.57,20.89,-3.93,1,1584,1619,NE
1175845.902,X_LEG_1,22.67,20.88,-3.92,1,1584,1618,NE
1175845.922,X_LEG_1,22.67,20.88,-3.92,1,1584,1618,NE
1175845.942,X_LEG_1,22.67,20.88,-3.92,1,1584,1618,NE
1175845.963,X_LEG_1,22.67,20.88,-3.92,1,1584,1618,NE
1175845.983,X_LEG_1,22.67,20.88,-3.92,1,1584,1618,NE
1175846.003,X_LEG_1,22.77,20.86,-3.94,1,1583,1618,NE
1175846.023,X_LEG_1,22.77,20.86,-3.94,1,1583,1618,NE
1175846.043,X_LEG_1,22.77,20.86,-3.94,1,1583,1618,NE
1175846.063,X_LEG_1,22.77,20.86,-3.94,1,1583,1618,NE
