t_s,n_m,e_m,alt_m,yaw_deg
69.2989751000423,1.388,1.236,1.928,44.89
69.40116559993476,1.401,1.253,2.023,44.87
69.51693090004846,1.414,1.271,2.12,44.88
69.63620500010438,1.427,1.289,2.218,44.86
69.75786749995314,1.441,1.307,2.319,44.86
69.87920100009069,1.455,1.325,2.422,44.85
70.00204170006327,1.469,1.344,2.526,44.86
70.12482000002638,1.483,1.363,2.632,44.86
70.23107530013658,1.497,1.382,2.74,44.88
70.33536839997396,1.512,1.401,2.85,44.88
70.43903780006804,1.527,1.42,2.962,44.9
70.53998490003869,1.542,1.44,3.075,44.89
70.64667099993676,1.557,1.46,3.19,44.91
70.85470640007406,1.581,1.49,3.366,44.9
70.9593805000186,1.597,1.51,3.485,44.89
71.06425769999623,1.613,1.531,3.607,44.88
71.16679960000329,1.629,1.552,3.729,44.87
71.37064659991302,1.654,1.583,3.917,44.88
71.47352460003458,1.679,1.615,4.108,44.88
71.57712389994413,1.697,1.637,4.237,44.88
71.78351270011626,1.723,1.669,4.434,44.9
71.89140049996786,1.74,1.691,4.567,44.9
72.10390099999495,1.758,1.713,4.702,44.9
72.20720060006715,1.776,1.736,4.838,44.89
72.30827819998376,1.795,1.758,4.976,44.88
72.4113688999787,1.813,1.781,5.116,44.87
72.6301162999589,1.841,1.815,5.327,44.86
72.74417149997316,1.86,1.839,5.47,44.88
72.85101430001669,1.879,1.862,5.614,44.87
72.95414120005444,1.899,1.885,5.759,44.89
73.05732899997383,1.918,1.909,5.905,44.89
73.17902870010585,1.938,1.933,6.052,44.91
73.394303600071,1.958,1.956,6.201,44.91
73.53582220012322,1.978,1.981,6.35,44.92
73.73921740008518,1.998,2.005,6.501,44.92
73.86849149991758,2.018,2.029,6.653,44.93
74.00659539992921,2.039,2.054,6.805,44.92
74.12680090009235,2.06,2.078,6.959,44.93
74.24652809998952,2.08,2.103,7.114,44.93
74.36462490004487,2.101,2.128,7.269,44.94
74.4677586001344,2.122,2.153,7.426,44.93
74.5900888000615,2.144,2.178,7.583,44.95
74.70963030005805,2.165,2.204,7.742,44.94
74.82908800011501,2.187,2.229,7.901,44.96
74.95154880010523,2.208,2.255,8.062,44.96
75.07482050010003,2.23,2.28,8.223,44.97
75.19435980007984,2.252,2.306,8.385,44.97
75.2972653999459,2.274,2.332,8.548,44.98
75.39981400012039,2.297,2.358,8.711,44.98
75.50091270008124,2.319,2.384,8.876,44.99
75.60552909993567,2.341,2.411,9.041,45.0
75.80779960006475,2.375,2.45,9.291,45.0
75.90945599996485,2.398,2.477,9.458,45.02
76.01513530011289,2.421,2.503,9.626,45.01
76.11648060008883,2.456,2.544,9.879,45.02
76.21987799997441,2.479,2.571,10.049,45.03
76.32177489995956,2.502,2.598,10.219,45.03
76.44384129997343,2.526,2.625,10.39,45.03
76.56229989998974,2.55,2.652,10.562,45.04
76.68578050006181,2.573,2.679,10.734,45.05
76.8038930001203,2.597,2.707,10.907,45.05
76.92261620005593,2.621,2.734,11.08,45.07
77.0361256999895,2.645,2.762,11.254,45.07
77.13846500008367,2.669,2.789,11.428,45.08
77.24367280001752,2.693,2.817,11.602,45.08
77.34539050003514,2.718,2.845,11.777,45.09
77.44881150010042,2.742,2.873,11.951,45.08
77.57010350003839,2.767,2.901,12.125,45.09
77.69309199997224,2.791,2.929,12.3,45.09
77.81231470010243,2.816,2.957,12.475,45.1
77.93124940013513,2.841,2.985,12.65,45.09
78.07093070005067,2.878,3.027,12.912,45.09
78.19239440001547,2.903,3.056,13.086,45.07
78.31391580007039,2.928,3.084,13.261,45.05
78.43425310007297,2.953,3.112,13.435,45.01
78.5536098999437,2.978,3.141,13.61,44.99
78.67408560006879,3.003,3.169,13.784,44.96
78.78906320012175,3.041,3.212,14.045,44.93
79.00535340001807,3.079,3.255,14.306,44.93
79.10753450007178,3.105,3.284,14.48,44.92
79.22893940005451,3.13,3.313,14.653,44.91
79.4306443000678,3.169,3.356,14.913,44.9
79.53143980004825,3.194,3.385,15.086,44.87
79.65324659994803,3.233,3.428,15.345,44.86
79.77594180009328,3.259,3.457,15.517,44.84
79.89675540011376,3.297,3.501,15.774,44.81
80.0205518999137,3.323,3.53,15.945,44.81
80.12938300007954,3.349,3.559,16.115,44.81
80.2325254001189,3.375,3.588,16.286,44.83
80.35468830005266,3.401,3.617,16.455,44.85
80.4812294000294,3.427,3.646,16.624,44.88
80.60133889992721,3.453,3.676,16.793,44.89
80.72444840008393,3.48,3.705,16.961,44.92
80.84626109991223,3.519,3.749,17.213,44.93
80.9660889999941,3.545,3.778,17.379,44.92
81.08679040009156,3.572,3.807,17.546,44.92
81.2068469999358,3.598,3.837,17.711,44.91
81.32991919992492,3.624,3.866,17.876,44.92
81.45035080006346,3.651,3.895,18.04,44.91
81.67752890009433,3.69,3.939,18.285,44.93
81.78962319996208,3.717,3.969,18.447,44.95
81.91074690013193,3.743,3.998,18.608,44.97
82.02566240006126,3.77,4.028,18.768,44.98
82.24663780000992,3.796,4.057,18.927,44.99
82.34958290006034,3.823,4.086,19.085,44.99
82.45600289991125,3.849,4.116,19.241,45.0
82.56037850002758,3.876,4.145,19.397,45.0
82.7667968000751,3.902,4.175,19.551,45.01
82.8733051000163,3.929,4.204,19.704,45.02
82.9825325999409,3.956,4.233,19.856,45.03
83.08720740000717,3.982,4.263,20.006,45.05
83.19779000012204,4.009,4.292,20.155,45.06
83.36375809996389,4.035,4.321,20.304,45.08
83.50237010000274,4.062,4.351,20.45,45.09
83.73400940001011,4.088,4.38,20.596,45.1
83.86240540002473,4.115,4.409,20.736,45.09
83.99796780012548,4.141,4.438,20.875,45.11
84.1179255999159,4.168,4.468,21.013,45.1
84.24301120010205,4.194,4.497,21.149,45.12
84.36586169991642,4.22,4.525,21.284,45.11
84.4719400999602,4.246,4.554,21.418,45.12
84.58087310008705,4.272,4.583,21.55,45.12
84.68191880011,4.299,4.612,21.68,45.15
84.8050808000844,4.338,4.655,21.873,45.16
84.92508660000749,4.364,4.684,22.0,45.19
85.0436452999711,4.391,4.713,22.126,45.19
85.16343790013343,4.417,4.742,22.25,45.19
85.28133439994417,4.443,4.771,22.372,45.17
85.40191800007597,4.47,4.8,22.493,45.15
85.50426620012149,4.496,4.829,22.612,45.12
85.61141590005718,4.523,4.858,22.73,45.09
85.73179710004479,4.549,4.887,22.846,45.07
85.8508311000187,4.576,4.916,22.961,45.07
85.97561770002358,4.602,4.945,23.073,45.07
86.09875410003588,4.628,4.974,23.184,45.07
86.22074329992756,4.654,5.003,23.293,45.08
86.33821199997328,4.681,5.031,23.4,45.07
86.44679099996574,4.707,5.06,23.505,45.07
86.5742128000129,4.733,5.089,23.608,45.05
86.77729839994572,4.759,5.118,23.709,45.04
86.8806338000577,4.785,5.146,23.809,45.02
86.99193260003813,4.811,5.175,23.906,45.0
87.10133340000175,4.837,5.203,24.002,44.98
87.20634889998473,4.863,5.232,24.095,44.98
87.32890160009265,4.889,5.26,24.187,44.97
87.46111660008319,4.915,5.289,24.277,44.97
87.58429899998009,4.941,5.317,24.364,44.96
87.71353690000251,4.967,5.345,24.45,44.96
87.83496599993668,4.993,5.373,24.534,44.94
87.94219200010411,5.018,5.402,24.616,44.94
88.07078319997527,5.044,5.43,24.695,44.92
88.27283499995247,5.07,5.458,24.773,44.93
88.37401459994726,5.095,5.486,24.849,44.9
88.47549879993312,5.121,5.514,24.922,44.91
88.58900450007059,5.146,5.542,24.994,44.88
88.69020049995743,5.172,5.569,25.063,44.89
88.79272029991262,5.197,5.597,25.131,44.87
88.9148806000594,5.223,5.625,25.196,44.89
89.03851330000907,5.248,5.652,25.259,44.89
89.17139440006576,5.273,5.68,25.32,44.93
89.29627880011685,5.298,5.708,25.379,44.95
89.40832290006801,5.324,5.735,25.436,45.0
89.53628470003605,5.349,5.762,25.491,45.01
89.63741099997424,5.374,5.79,25.543,45.05
89.73926710011438,5.374,5.79,25.543,45.05
89.84082700009458,5.399,5.817,25.593,45.04
90.08099779998884,5.424,5.844,25.641,45.05
90.18200180004351,5.449,5.871,25.682,45.02
90.28858850011602,5.473,5.898,25.714,44.99
90.4083219000604,5.497,5.925,25.735,44.95
90.53178999992087,5.522,5.951,25.746,44.92
90.65631560003385,5.545,5.977,25.747,44.89
90.78778459993191,5.569,6.003,25.738,44.85
90.9267647000961,5.592,6.029,25.719,44.82
91.04874500003643,5.616,6.054,25.69,44.79
91.17954299994744,5.639,6.079,25.651,44.75
91.31972680008039,5.661,6.104,25.602,44.72
91.44053229992278,5.684,6.129,25.543,44.69
91.54369580000639,5.684,6.129,25.543,44.69
91.66999349999242,5.706,6.153,25.474,44.66
91.78075210005045,5.728,6.177,25.395,44.62
91.92240389995277,5.749,6.201,25.305,44.59
92.05710340011865,5.771,6.225,25.206,44.56
92.25921660009772,5.792,6.248,25.097,44.53
92.36029880004935,5.813,6.271,24.978,44.49
92.46191140008159,5.834,6.294,24.848,44.46
92.58315100008622,5.854,6.316,24.709,44.43
92.71066910005175,5.875,6.339,24.559,44.4
92.83177500008605,5.895,6.361,24.4,44.36
92.95319189992733,5.914,6.383,24.231,44.33
93.05970919993706,5.934,6.404,24.051,44.3
93.16174870007671,5.953,6.425,23.862,44.27
93.28635610011406,5.972,6.446,23.662,44.24
93.51927040005103,6.0,6.477,23.344,44.23
93.62772090011276,6.0,6.477,23.344,44.23
93.73276800010353,6.019,6.498,23.12,44.2
93.8503910000436,6.037,6.518,22.887,44.17
93.96814600005746,6.055,6.538,22.65,44.16
94.09380799997598,6.073,6.558,22.412,44.17
94.2138724999968,6.091,6.577,22.171,44.19
94.33613059995696,6.109,6.597,21.929,44.22
94.46144780004397,6.136,6.627,21.562,44.28
94.58356359996833,6.154,6.647,21.314,44.3
94.70346030010842,6.172,6.666,21.065,44.34
94.82436769991182,6.19,6.686,20.814,44.34
94.94812429999001,6.208,6.705,20.561,44.36
95.06586480000988,6.234,6.735,20.179,44.35
95.17342410003766,6.252,6.754,19.921,44.34
95.27557960012928,6.27,6.774,19.662,44.34
95.39716170006432,6.287,6.793,19.401,44.35
95.52608210011385,6.305,6.812,19.139,44.36
95.64782389998436,6.323,6.832,18.875,44.38
95.77003080002032,6.34,6.851,18.609,44.41
95.8876885001082,6.358,6.87,18.342,44.43
95.9997471999377,6.375,6.889,18.073,44.48
96.100838100072,6.392,6.908,17.803,44.49
96.20167859992944,6.41,6.927,17.531,44.52
96.30428669997491,6.427,6.946,17.258,44.52
96.40728959999979,6.444,6.965,16.983,44.54
96.51380760013126,6.462,6.984,16.707,44.53
96.6152520000469,6.479,7.003,16.43,44.55
96.72044440009631,6.496,7.022,16.151,44.54
96.82155380002223,6.513,7.04,15.871,44.57
97.02684270008467,6.538,7.068,15.449,44.59
97.13117950013839,6.564,7.096,15.024,44.62
97.33768930006772,6.589,7.124,14.596,44.66
97.43885769997723,6.615,7.152,14.166,44.69
97.5436694000382,6.632,7.17,13.878,44.68
97.64479249995202,6.648,7.189,13.588,44.7
97.74570890003815,6.665,7.207,13.298,44.69
97.94878010009415,6.682,7.225,13.007,44.72
98.0622946000658,6.699,7.243,12.716,44.72
98.16524609993212,6.715,7.262,12.424,44.75
98.2678414999973,6.732,7.28,12.132,44.76
98.3702503000386,6.748,7.298,11.84,44.8
98.47776979999617,6.765,7.316,11.547,44.81
98.68538350006565,6.79,7.343,11.108,44.84
98.79202840011567,6.815,7.37,10.668,44.88
98.8961768001318,6.831,7.388,10.375,44.88
99.01763179991394,6.848,7.406,10.082,44.91
99.13705620006658,6.864,7.424,9.788,44.92
99.25487840012647,6.881,7.442,9.495,44.95
99.45709330006503,6.897,7.46,9.202,44.96
99.55790899996646,6.914,7.478,8.909,44.99
99.68102620006539,6.93,7.496,8.616,45.01
99.8006607000716,6.955,7.523,8.177,45.04
99.9210886999499,6.972,7.541,7.884,45.07
100.03179530007765,6.932,7.534,7.807,46.38
100.15204970003106,6.88,7.521,7.795,51.98
100.27394700003788,6.829,7.507,7.784,57.89
100.47542160004377,6.778,7.494,7.784,63.04
100.57640020013787,6.738,7.473,7.794,66.32
100.69811829994433,6.696,7.45,7.805,67.84
100.8155773000326,6.653,7.424,7.818,67.69
100.93644930003211,6.609,7.397,7.832,66.08
101.05950660002418,6.564,7.369,7.847,63.44
101.16371360002086,6.519,7.34,7.863,60.75
101.26725129992701,6.474,7.311,7.881,58.88
101.37412489997223,6.429,7.281,7.9,58.46
101.49611119995825,6.385,7.251,7.922,59.35
101.61741319997236,6.341,7.22,7.944,61.01
101.74259790009819,6.298,7.189,7.968,62.25
101.87476340006106,6.255,7.159,7.994,62.27
102.09493739996105,6.213,7.128,8.022,60.79
102.19624130008742,6.171,7.097,8.051,58.47
102.30036789993756,6.129,7.066,8.081,56.02
102.40116259991191,6.088,7.036,8.111,54.16
102.61156400013715,6.047,7.006,8.143,53.04
102.71605910011567,6.007,6.977,8.176,52.79
102.82319439994171,5.978,6.957,8.2,52.74
102.92738240002654,5.978,6.967,8.213,48.78
103.03531990014017,5.981,6.985,8.227,42.89
103.24412879999727,5.985,7.004,8.242,36.74
103.36465990007855,5.996,7.021,8.261,32.92
103.48399990005419,6.013,7.031,8.275,29.59
103.71360130002722,6.029,7.037,8.288,26.09
103.84091309993528,6.045,7.036,8.301,22.83
104.04268219997175,6.059,7.029,8.313,20.13
104.1434702000115,6.072,7.016,8.325,18.41
104.26417260011658,6.086,7.013,8.333,19.72
104.38530760002322,6.101,7.014,8.34,26.62
104.50694669992663,6.114,7.009,8.349,33.4
104.61987920012325,6.124,7.001,8.358,38.66
104.72390650003217,6.13,6.991,8.37,42.34
104.8289832000155,6.135,6.979,8.382,44.26
104.93011899990961,6.137,6.966,8.395,44.62
105.0345978999976,6.138,6.954,8.409,43.27
105.15137879992835,6.138,6.945,8.423,40.33
105.27254809997976,6.137,6.945,8.435,37.71
105.3919925999362,6.129,6.98,8.439,42.67
105.51191120012663,6.12,7.016,8.443,51.34
105.63313360000029,6.111,7.054,8.448,58.46
105.7540756999515,6.1,7.094,8.455,63.83
105.87916840007529,6.09,7.139,8.462,67.45
106.00066090002656,6.08,7.187,8.469,69.01
106.12021209998056,6.069,7.236,8.477,69.12
106.24149410007522,6.058,7.286,8.487,67.48
106.44436819991097,6.046,7.336,8.498,64.18
106.56354620005004,6.034,7.386,8.511,59.07
106.68124820012599,6.023,7.436,8.526,52.69
106.78383400011808,6.011,7.487,8.542,45.9
106.88744030008093,6.0,7.537,8.559,39.91
106.98952620010823,5.989,7.587,8.578,35.17
107.09469870012254,5.979,7.637,8.599,31.99
107.19631209992804,5.969,7.687,8.621,29.79
107.29754139995202,5.959,7.736,8.643,28.06
107.39852820010856,5.95,7.784,8.667,25.88
107.51816620002501,5.94,7.832,8.692,22.95
107.63704830012284,5.93,7.88,8.719,18.83
107.75574290007353,5.921,7.927,8.746,13.9
107.8754348999355,5.91,7.973,8.774,8.45
108.00063250004314,5.9,8.019,8.803,3.15
108.22383420006372,5.89,8.065,8.833,-1.68
108.32767909998074,5.88,8.111,8.864,-5.58
108.4353861999698,5.87,8.156,8.896,-8.83
108.53779600001872,5.861,8.201,8.928,-11.62
108.6393689000979,5.852,8.245,8.961,-14.59
108.75788890011609,5.842,8.289,8.995,-17.89
108.88062470010482,5.833,8.333,9.029,-21.86
109.00283110002056,5.824,8.376,9.064,-26.27
109.12453179992735,5.815,8.419,9.099,-31.05
109.24702250002883,5.807,8.461,9.135,-35.72
109.35662420000881,5.798,8.503,9.172,-40.17
109.56278549996205,5.785,8.565,9.227,-46.05
109.66417000000365,5.777,8.606,9.265,-49.5
109.76839530002326,5.769,8.647,9.304,-52.94
109.8694048000034,5.761,8.688,9.342,-56.34
109.97166429995559,5.753,8.728,9.382,-59.74
110.0936310000252,5.746,8.769,9.424,-61.84
110.21424670005217,5.738,8.808,9.467,-62.82
110.33396199997514,5.731,8.848,9.511,-62.73
110.45493340003304,5.724,8.888,9.555,-62.29
110.57404839992523,5.717,8.927,9.6,-61.9
110.69082699995488,5.711,8.966,9.646,-62.27
110.7931733999867,5.704,9.005,9.693,-63.36
110.89449160010554,5.698,9.043,9.741,-65.38
110.99912040005438,5.691,9.081,9.789,-67.75
111.12284149997868,5.685,9.118,9.838,-70.27
111.24192719999701,5.679,9.156,9.888,-71.99
111.36464249994606,5.672,9.193,9.94,-72.6
111.48520140000619,5.666,9.23,9.993,-71.9
111.6072496001143,5.66,9.267,10.047,-70.44
111.7235233001411,5.653,9.305,10.101,-68.54
111.83103889995255,5.647,9.342,10.156,-67.0
112.0415759999305,5.64,9.379,10.212,-66.01
112.16516229999252,5.632,9.416,10.269,-66.04
112.28537119994871,5.624,9.453,10.326,-66.65
112.4069398001302,5.615,9.49,10.384,-67.6
112.52887060004286,5.605,9.526,10.442,-68.13
112.65378200006671,5.596,9.563,10.5,-68.23
112.77435939991847,5.586,9.6,10.559,-67.59
112.8877397000324,5.576,9.636,10.619,-66.59
112.98844929994084,5.566,9.673,10.678,-65.24
113.09659590013325,5.555,9.709,10.738,-64.04
113.2032099000644,5.545,9.746,10.799,-63.08
113.34457550011575,5.534,9.782,10.859,-62.69
113.49329839996062,5.522,9.819,10.92,-62.66
113.63418049993925,5.511,9.855,10.981,-63.04
113.85405700001866,5.499,9.891,11.043,-63.47
113.95817920006812,5.486,9.927,11.104,-63.85
114.06355129997246,5.474,9.963,11.167,-63.54
114.26971119991504,5.461,9.999,11.231,-62.86
114.37256200006232,5.447,10.036,11.296,-62.22
114.4738962999545,5.432,10.073,11.361,-61.87
114.58124440000392,5.413,10.112,11.426,-61.73
114.68209749995731,5.392,10.152,11.491,-61.88
114.78323639999144,5.366,10.194,11.556,-62.12
114.90265169995837,5.337,10.237,11.62,-62.38
115.02604839997366,5.304,10.283,11.684,-62.51
115.14898629998788,5.268,10.329,11.747,-62.53
115.2710941999685,5.23,10.377,11.811,-62.4
115.39277820009738,5.189,10.426,11.873,-62.21
115.5018520001322,5.147,10.476,11.936,-62.0
115.6234496999532,5.104,10.526,11.999,-61.84
115.75123600009829,5.06,10.576,12.062,-61.77
115.95335490000434,5.016,10.626,12.126,-61.78
116.05454419995658,4.972,10.676,12.189,-61.87
116.17709990008734,4.927,10.726,12.252,-61.94
116.30809339997359,4.882,10.776,12.316,-62.04
116.43388339993544,4.837,10.827,12.379,-62.05
116.65615759999491,4.791,10.877,12.442,-62.06
116.77115439996123,4.745,10.927,12.505,-61.97
116.87282670009881,4.699,10.977,12.567,-61.93
116.97456440003589,4.652,11.027,12.63,-61.84
117.07546419999562,4.606,11.077,12.693,-61.86
117.20043909992091,4.56,11.127,12.755,-61.84
117.32478210004047,4.513,11.176,12.818,-61.92
117.44113839999773,4.467,11.226,12.88,-61.9
117.56450069998391,4.421,11.275,12.942,-61.98
117.68394459993578,4.375,11.324,13.004,-61.94
117.8030997000169,4.329,11.373,13.066,-61.99
117.9053970000241,4.283,11.422,13.127,-61.92
118.00814920011908,4.237,11.47,13.189,-61.97
118.1277392001357,4.191,11.519,13.25,-61.89
118.32926180004142,4.145,11.567,13.311,-61.94
118.43046880001202,4.099,11.615,13.372,-61.86
118.53165200003423,4.054,11.663,13.433,-61.9
118.63248310005292,4.008,11.71,13.493,-61.82
118.7537583000958,3.963,11.758,13.554,-61.87
118.87634969991632,3.917,11.805,13.614,-61.79
118.97861650004052,3.872,11.852,13.674,-61.84
119.07973210001364,3.872,11.852,13.674,-61.84
119.18140499992296,3.827,11.899,13.733,-61.76
119.30351789994165,3.782,11.946,13.792,-61.82
119.42924230010249,3.737,11.992,13.851,-61.77
119.55098029994406,3.692,12.038,13.91,-61.86
119.68289100006223,3.647,12.085,13.968,-61.83
119.79024729994126,3.603,12.13,14.026,-61.94
119.9172966000624,3.558,12.176,14.083,-61.96
