mono_t,phase,rel_alt_m,distance_m,h_err_deg,yaw_aligned,pitch_us,throttle_us,target
1173168.292,X_LEG_1,16.75,42.33,-42.83,0,1500,1636,NE
1173168.312,X_LEG_1,16.75,42.33,-42.83,0,1500,1636,NE
1173168.333,X_LEG_1,16.75,42.33,-42.83,0,1500,1636,NE
1173168.353,X_LEG_1,16.90,42.33,-42.83,0,1500,1636,NE
1173168.374,X_LEG_1,16.90,42.33,-42.83,0,1500,1636,NE
1173168.394,X_LEG_1,16.90,42.33,-42.83,0,1500,1636,NE
1173168.414,X_LEG_1,16.90,42.33,-42.83,0,1500,1636,NE
1173168.434,X_LEG_1,16.90,42.33,-42.83,0,1500,1636,NE
1173168.455,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.476,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.496,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.517,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.537,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.558,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.578,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.600,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.621,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.641,X_LEG_1,17.04,42.33,-42.82,0,1500,1635,NE
1173168.662,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.683,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.703,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.725,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.745,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.766,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.788,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.809,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.829,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.849,X_LEG_1,17.19,42.33,-42.82,0,1500,1635,NE
1173168.870,X_LEG_1,17.40,42.33,-16.82,1,1669,1634,NE
1173168.890,X_LEG_1,17.40,42.33,-16.82,1,1669,1634,NE
1173168.912,X_LEG_1,17.40,42.33,-16.82,1,1669,1634,NE
1173168.932,X_LEG_1,17.40,42.33,-16.82,1,1669,1634,NE
1173168.952,X_LEG_1,17.40,42.33,-16.82,1,1669,1634,NE
1173168.973,X_LEG_1,17.62,42.33,-16.82,1,1669,1634,NE
1173168.993,X_LEG_1,17.62,42.33,-16.82,1,1669,1634,NE
1173169.013,X_LEG_1,17.62,42.33,-16.82,1,1669,1634,NE
1173169.034,X_LEG_1,17.62,42.33,-16.82,1,1669,1634,NE
1173169.054,X_LEG_1,17.62,42.33,-16.82,1,1669,1634,NE
1173169.075,X_LEG_1,17.76,42.33,-16.82,1,1669,1633,NE
1173169.096,X_LEG_1,17.76,42.33,-16.82,1,1669,1633,NE
1173169.118,X_LEG_1,17.76,42.33,-16.82,1,1669,1633,NE
1173169.138,X_LEG_1,17.76,42.33,-16.82,1,1669,1633,NE
1173169.159,X_LEG_1,17.76,42.33,-16.82,1,1669,1633,NE
1173169.179,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.200,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.220,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.241,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.262,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.282,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.303,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.325,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.345,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.365,X_LEG_1,17.97,42.32,-16.82,1,1669,1633,NE
1173169.386,X_LEG_1,18.19,42.31,-16.81,1,1669,1632,NE
1173169.406,X_LEG_1,18.19,42.31,-16.81,1,1669,1632,NE
1173169.426,X_LEG_1,18.19,42.31,-16.81,1,1669,1632,NE
1173169.447,X_LEG_1,18.19,42.31,-16.81,1,1669,1632,NE
1173169.467,X_LEG_1,18.19,42.31,-16.81,1,1669,1632,NE
1173169.488,X_LEG_1,18.40,42.31,-11.81,1,1669,1631,NE
1173169.509,X_LEG_1,18.40,42.31,-11.81,1,1669,1631,NE
1173169.529,X_LEG_1,18.40,42.31,-11.81,1,1669,1631,NE
1173169.549,X_LEG_1,18.40,42.31,-11.81,1,1669,1631,NE
1173169.571,X_LEG_1,18.40,42.31,-11.81,1,1669,1631,NE
1173169.592,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.612,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.633,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.653,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.674,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.695,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.715,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.736,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.757,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.777,X_LEG_1,18.61,42.31,-11.81,1,1669,1631,NE
1173169.798,X_LEG_1,18.81,42.31,-11.82,1,1669,1630,NE
1173169.818,X_LEG_1,18.81,42.31,-11.82,1,1669,1630,NE
1173169.839,X_LEG_1,18.81,42.31,-11.82,1,1669,1630,NE
1173169.859,X_LEG_1,18.81,42.31,-11.82,1,1669,1630,NE
1173169.880,X_LEG_1,18.81,42.31,-11.82,1,1669,1630,NE
1173169.900,X_LEG_1,19.02,42.29,-11.82,1,1669,1629,NE
1173169.920,X_LEG_1,19.02,42.29,-11.82,1,1669,1629,NE
1173169.940,X_LEG_1,19.02,42.29,-11.82,1,1669,1629,NE
1173169.961,X_LEG_1,19.02,42.29,-11.82,1,1669,1629,NE
1173169.981,X_LEG_1,19.02,42.29,-11.82,1,1669,1629,NE
1173170.001,X_LEG_1,19.15,42.29,-9.82,1,1669,1629,NE
1173170.022,X_LEG_1,19.15,42.29,-9.82,1,1669,1629,NE
1173170.042,X_LEG_1,19.15,42.29,-9.82,1,1669,1629,NE
1173170.063,X_LEG_1,19.15,42.29,-9.82,1,1669,1629,NE
1173170.083,X_LEG_1,19.15,42.29,-9.82,1,1669,1629,NE
1173170.103,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.124,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.144,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.165,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.185,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.205,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.226,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.246,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.267,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.288,X_LEG_1,19.29,42.28,-9.82,1,1669,1629,NE
1173170.308,X_LEG_1,19.42,42.27,-9.81,1,1669,1628,NE
1173170.329,X_LEG_1,19.42,42.27,-9.81,1,1669,1628,NE
1173170.350,X_LEG_1,19.42,42.27,-9.81,1,1669,1628,NE
1173170.371,X_LEG_1,19.42,42.27,-9.81,1,1669,1628,NE
1173170.391,X_LEG_1,19.42,42.27,-9.81,1,1669,1628,NE
1173170.412,X_LEG_1,19.62,42.25,-9.83,1,1669,1628,NE
1173170.432,X_LEG_1,19.62,42.25,-9.83,1,1669,1628,NE
1173170.453,X_LEG_1,19.62,42.25,-9.83,1,1669,1628,NE
1173170.473,X_LEG_1,19.62,42.25,-9.83,1,1669,1628,NE
1173170.493,X_LEG_1,19.62,42.25,-9.83,1,1669,1628,NE
1173170.513,X_LEG_1,19.81,42.23,-7.82,1,1669,1627,NE
1173170.534,X_LEG_1,19.81,42.23,-7.82,1,1669,1627,NE
1173170.554,X_LEG_1,19.81,42.23,-7.82,1,1669,1627,NE
1173170.575,X_LEG_1,19.81,42.23,-7.82,1,1669,1627,NE
1173170.595,X_LEG_1,19.81,42.23,-7.82,1,1669,1627,NE
1173170.617,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.637,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.657,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.678,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.698,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.719,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.740,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.760,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.781,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.801,X_LEG_1,19.94,42.21,-7.82,1,1669,1627,NE
1173170.821,X_LEG_1,20.13,42.19,-7.83,1,1669,1626,NE
1173170.841,X_LEG_1,20.13,42.19,-7.83,1,1669,1626,NE
1173170.862,X_LEG_1,20.13,42.19,-7.83,1,1669,1626,NE
1173170.883,X_LEG_1,20.13,42.19,-7.83,1,1669,1626,NE
1173170.903,X_LEG_1,20.13,42.19,-7.83,1,1669,1626,NE
1173170.923,X_LEG_1,20.33,42.16,-7.83,1,1669,1626,NE
1173170.944,X_LEG_1,20.33,42.16,-7.83,1,1669,1626,NE
1173170.964,X_LEG_1,20.33,42.16,-7.83,1,1669,1626,NE
1173170.985,X_LEG_1,20.33,42.16,-7.83,1,1669,1626,NE
1173171.005,X_LEG_1,20.33,42.16,-7.83,1,1669,1626,NE
1173171.026,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.046,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.067,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.087,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.108,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.128,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.149,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.169,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.190,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.211,X_LEG_1,20.45,42.14,-7.83,1,1669,1625,NE
1173171.231,X_LEG_1,20.57,42.12,-6.84,1,1668,1625,NE
1173171.252,X_LEG_1,20.57,42.12,-6.84,1,1668,1625,NE
1173171.273,X_LEG_1,20.57,42.12,-6.84,1,1668,1625,NE
1173171.293,X_LEG_1,20.57,42.12,-6.84,1,1668,1625,NE
1173171.314,X_LEG_1,20.57,42.12,-6.84,1,1668,1625,NE
1173171.334,X_LEG_1,20.76,42.09,-6.84,1,1668,1624,NE
1173171.355,X_LEG_1,20.76,42.09,-6.84,1,1668,1624,NE
1173171.375,X_LEG_1,20.76,42.09,-6.84,1,1668,1624,NE
1173171.396,X_LEG_1,20.76,42.09,-6.84,1,1668,1624,NE
1173171.416,X_LEG_1,20.76,42.09,-6.84,1,1668,1624,NE
1173171.437,X_LEG_1,20.88,42.07,-6.85,1,1668,1624,NE
1173171.457,X_LEG_1,20.88,42.07,-6.85,1,1668,1624,NE
1173171.478,X_LEG_1,20.88,42.07,-6.85,1,1668,1624,NE
1173171.498,X_LEG_1,20.88,42.07,-6.85,1,1668,1624,NE
1173171.519,X_LEG_1,20.88,42.07,-6.85,1,1668,1624,NE
1173171.539,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.560,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.580,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.601,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.622,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.642,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.664,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.684,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.705,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.725,X_LEG_1,21.00,42.03,-6.85,1,1668,1623,NE
1173171.745,X_LEG_1,21.12,42.01,-6.86,1,1668,1623,NE
1173171.766,X_LEG_1,21.12,42.01,-6.86,1,1668,1623,NE
1173171.786,X_LEG_1,21.12,42.01,-6.86,1,1668,1623,NE
1173171.806,X_LEG_1,21.12,42.01,-6.86,1,1668,1623,NE
1173171.827,X_LEG_1,21.12,42.01,-6.86,1,1668,1623,NE
1173171.847,X_LEG_1,21.24,41.98,-6.86,1,1668,1623,NE
1173171.868,X_LEG_1,21.24,41.98,-6.86,1,1668,1623,NE
1173171.888,X_LEG_1,21.24,41.98,-6.86,1,1668,1623,NE
1173171.909,X_LEG_1,21.24,41.98,-6.86,1,1668,1623,NE
1173171.929,X_LEG_1,21.24,41.98,-6.86,1,1668,1623,NE
1173171.950,X_LEG_1,21.36,41.95,-5.85,1,1668,1622,NE
1173171.970,X_LEG_1,21.36,41.95,-5.85,1,1668,1622,NE
1173171.992,X_LEG_1,21.36,41.95,-5.85,1,1668,1622,NE
1173172.012,X_LEG_1,21.36,41.95,-5.85,1,1668,1622,NE
1173172.033,X_LEG_1,21.36,41.95,-5.85,1,1668,1622,NE
1173172.054,X_LEG_1,21.47,41.93,-5.87,1,1668,1622,NE
1173172.075,X_LEG_1,21.47,41.93,-5.87,1,1668,1622,NE
1173172.095,X_LEG_1,21.47,41.93,-5.87,1,1668,1622,NE
1173172.116,X_LEG_1,21.47,41.93,-5.87,1,1668,1622,NE
1173172.136,X_LEG_1,21.47,41.93,-5.87,1,1668,1622,NE
1173172.156,X_LEG_1,21.59,41.89,-5.87,1,1668,1622,NE
1173172.177,X_LEG_1,21.59,41.89,-5.87,1,1668,1622,NE
1173172.197,X_LEG_1,21.59,41.89,-5.87,1,1668,1622,NE
1173172.218,X_LEG_1,21.59,41.89,-5.87,1,1668,1622,NE
1173172.238,X_LEG_1,21.59,41.89,-5.87,1,1668,1622,NE
1173172.259,X_LEG_1,21.76,41.84,-5.88,1,1667,1621,NE
1173172.279,X_LEG_1,21.76,41.84,-5.88,1,1667,1621,NE
1173172.299,X_LEG_1,21.76,41.84,-5.88,1,1667,1621,NE
1173172.321,X_LEG_1,21.76,41.84,-5.88,1,1667,1621,NE
1173172.341,X_LEG_1,21.76,41.84,-5.88,1,1667,1621,NE
1173172.362,X_LEG_1,21.87,41.81,-5.88,1,1667,1621,NE
1173172.383,X_LEG_1,21.87,41.81,-5.88,1,1667,1621,NE
1173172.403,X_LEG_1,21.87,41.81,-5.88,1,1667,1621,NE
1173172.423,X_LEG_1,21.87,41.81,-5.88,1,1667,1621,NE
1173172.444,X_LEG_1,21.87,41.81,-5.88,1,1667,1621,NE
1173172.465,X_LEG_1,21.98,41.77,-5.88,1,1667,1621,NE
1173172.485,X_LEG_1,21.98,41.77,-5.88,1,1667,1621,NE
1173172.505,X_LEG_1,21.98,41.77,-5.88,1,1667,1621,NE
1173172.525,X_LEG_1,21.98,41.77,-5.88,1,1667,1621,NE
1173172.546,X_LEG_1,21.98,41.77,-5.88,1,1667,1621,NE
1173172.566,X_LEG_1,22.09,41.77,-4.88,1,1667,1620,NE
1173172.587,X_LEG_1,22.09,41.77,-4.88,1,1667,1620,NE
1173172.607,X_LEG_1,22.09,41.77,-4.88,1,1667,1620,NE
1173172.628,X_LEG_1,22.09,41.77,-4.88,1,1667,1620,NE
1173172.648,X_LEG_1,22.09,41.77,-4.88,1,1667,1620,NE
1173172.669,X_LEG_1,22.20,41.70,-4.90,1,1667,1620,NE
1173172.690,X_LEG_1,22.20,41.70,-4.90,1,1667,1620,NE
1173172.710,X_LEG_1,22.20,41.70,-4.90,1,1667,1620,NE
1173172.731,X_LEG_1,22.20,41.70,-4.90,1,1667,1620,NE
1173172.751,X_LEG_1,22.20,41.70,-4.90,1,1667,1620,NE
1173172.772,X_LEG_1,22.31,41.66,-4.91,1,1667,1620,NE
1173172.792,X_LEG_1,22.31,41.66,-4.91,1,1667,1620,NE
1173172.813,X_LEG_1,22.31,41.66,-4.91,1,1667,1620,NE
1173172.833,X_LEG_1,22.31,41.66,-4.91,1,1667,1620,NE
1173172.854,X_LEG_1,22.31,41.66,-4.91,1,1667,1620,NE
1173172.874,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173172.895,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173172.918,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173172.938,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173172.959,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173172.980,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173173.000,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173173.020,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173173.041,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173173.062,X_LEG_1,22.47,41.61,-4.91,1,1666,1619,NE
1173173.082,X_LEG_1,22.57,41.56,-4.91,1,1666,1619,NE
1173173.102,X_LEG_1,22.57,41.56,-4.91,1,1666,1619,NE
1173173.123,X_LEG_1,22.57,41.56,-4.91,1,1666,1619,NE
1173173.144,X_LEG_1,22.57,41.56,-4.91,1,1666,1619,NE
1173173.165,X_LEG_1,22.57,41.56,-4.91,1,1666,1619,NE
1173173.185,X_LEG_1,22.57,41.56,-3.91,1,1666,1619,NE
1173173.206,X_LEG_1,22.57,41.56,-3.91,1,1666,1619,NE
1173173.226,X_LEG_1,22.57,41.56,-3.91,1,1666,1619,NE
1173173.247,X_LEG_1,22.57,41.56,-3.91,1,1666,1619,NE
1173173.267,X_LEG_1,22.57,41.56,-3.91,1,1666,1619,NE
1173173.287,X_LEG_1,22.73,41.50,-3.93,1,1666,1618,NE
1173173.308,X_LEG_1,22.73,41.50,-3.93,1,1666,1618,NE
1173173.328,X_LEG_1,22.73,41.50,-3.93,1,1666,1618,NE
1173173.349,X_LEG_1,22.73,41.50,-3.93,1,1666,1618,NE
1173173.369,X_LEG_1,22.73,41.50,-3.93,1,1666,1618,NE
1173173.390,X_LEG_1,22.83,41.45,-3.93,1,1666,1618,NE
1173173.411,X_LEG_1,22.83,41.45,-3.93,1,1666,1618,NE
1173173.432,X_LEG_1,22.83,41.45,-3.93,1,1666,1618,NE
1173173.452,X_LEG_1,22.83,41.45,-3.93,1,1666,1618,NE
1173173.473,X_LEG_1,22.83,41.45,-3.93,1,1666,1618,NE
1173173.496,X_LEG_1,22.93,41.41,-3.93,1,1666,1618,NE
1173173.517,X_LEG_1,22.93,41.41,-3.93,1,1666,1618,NE
1173173.537,X_LEG_1,22.93,41.41,-3.93,1,1666,1618,NE
1173173.557,X_LEG_1,22.93,41.41,-3.93,1,1666,1618,NE
1173173.578,X_LEG_1,22.93,41.41,-3.93,1,1666,1618,NE
1173173.598,X_LEG_1,23.03,41.36,-3.95,1,1665,1617,NE
1173173.619,X_LEG_1,23.03,41.36,-3.95,1,1665,1617,NE
1173173.639,X_LEG_1,23.03,41.36,-3.95,1,1665,1617,NE
1173173.659,X_LEG_1,23.03,41.36,-3.95,1,1665,1617,NE
1173173.680,X_LEG_1,23.03,41.36,-3.95,1,1665,1617,NE
1173173.701,X_LEG_1,23.13,41.32,-3.95,1,1665,1617,NE
1173173.721,X_LEG_1,23.13,41.32,-3.95,1,1665,1617,NE
1173173.742,X_LEG_1,23.13,41.32,-3.95,1,1665,1617,NE
1173173.762,X_LEG_1,23.13,41.32,-3.95,1,1665,1617,NE
1173173.782,X_LEG_1,23.13,41.32,-3.95,1,1665,1617,NE
