t_s,n_m,e_m,alt_m,yaw_deg
147.05047610006295,-17.273,-3.428,0.0,155.49
147.15289010014385,-17.273,-3.428,0.0,155.49
147.25596950016916,-17.273,-3.428,0.0,155.49
147.35983230010606,-17.273,-3.428,0.0,155.49
147.46329680015333,-17.273,-3.428,0.0,155.49
147.56624420010485,-17.273,-3.428,0.0,155.49
147.66942090005614,-17.273,-3.428,0.0,155.49
147.77183480001986,-17.273,-3.428,0.0,155.49
147.87486920016818,-17.273,-3.428,0.0,155.49
147.97933620004915,-17.273,-3.428,0.0,155.49
148.0835804999806,-17.273,-3.428,0.0,155.49
148.18770000012591,-17.273,-3.428,0.0,155.49
148.29067909996957,-17.273,-3.428,0.0,155.49
148.39273860002868,-17.273,-3.428,0.0,155.49
148.4950814000331,-17.273,-3.428,0.0,155.49
148.59837600006722,-17.273,-3.428,0.0,155.49
148.7009758001659,-17.273,-3.428,0.0,155.49
148.80374340014532,-17.273,-3.428,0.0,155.49
148.90785830002278,-17.273,-3.428,0.0,155.49
149.0135089000687,-17.273,-3.428,0.0,155.49
149.1159447999671,-17.273,-3.428,0.0,155.49
149.21894010016695,-17.273,-3.428,0.0,155.49
149.3215684001334,-17.273,-3.428,0.0,155.49
149.42491360008717,-17.273,-3.428,0.0,155.49
149.52722329995595,-17.273,-3.428,0.0,155.49
149.62992630014196,-17.273,-3.428,0.0,155.49
149.73412060015835,-17.273,-3.428,0.0,155.49
149.83731280011125,-17.273,-3.428,0.0,155.49
149.93969280016609,-17.273,-3.428,0.0,155.49
150.04301060014404,-17.273,-3.428,0.0,155.49
150.14644500007853,-17.273,-3.428,0.0,155.49
150.24945090012625,-17.273,-3.428,0.0,155.49
150.35228630015627,-17.273,-3.428,0.0,155.49
150.45591829996556,-17.273,-3.428,0.0,155.49
150.5593630000949,-17.273,-3.428,0.0,155.49
150.66050630016252,-17.273,-3.428,0.0,155.49
150.76184469996952,-17.273,-3.428,0.0,155.49
150.86386270006187,-17.273,-3.428,0.0,155.49
150.96583919995464,-17.273,-3.428,0.0,155.49
151.06853140005842,-17.273,-3.428,0.0,155.49
151.1700981000904,-17.273,-3.428,0.0,155.49
151.27306329994462,-17.273,-3.428,0.0,155.49
151.37626970000565,-17.273,-3.428,0.0,155.49
151.47971129999496,-17.273,-3.428,0.0,155.49
151.5806118999608,-17.273,-3.428,0.0,155.49
151.68162170005962,-17.273,-3.428,0.0,155.49
151.78354159998707,-17.273,-3.428,0.0,155.49
151.88572070002556,-17.273,-3.428,0.0,155.49
151.9876717000734,-17.273,-3.428,0.0,155.49
152.09111090004444,-17.273,-3.428,0.0,155.49
152.19203120004386,-17.273,-3.428,0.0,155.49
152.2969621999655,-17.273,-3.428,0.0,155.49
152.40117500000633,-17.273,-3.428,0.0,155.49
152.50315580004826,-17.273,-3.428,0.0,155.49
152.60522900009528,-17.273,-3.428,0.0,155.49
152.7076659000013,-17.273,-3.428,0.0,155.49
